,Repositório,Organização,Dockerfile,Linguagens,Data Criação,Data Update,Repo link
15,kanaka/raft.js,,"# dockerhub - A repository for various dockerfiles
# For more information; http://github.com/cmfatih/dockerhub
#
# SlimerJS
#
# Test
#   sudo docker run fentas/slimerjs /usr/bin/slimerjs -v
#   sudo docker run fentas/slimerjs /usr/bin/casperjs | head -n 1
#   sudo docker run -v `pwd`:/mnt/test fentas/slimerjs /usr/bin/slimerjs /mnt/test/test.js


# VERSION 1.0.1


FROM ubuntu:wily


#MAINTAINER fentas <jan.guth.so>
MAINTAINER Joel Martin <github@martintribe.org>


# Env
ENV SLIMERJS_VERSION_F 0.9.6
ENV CASPERJS_VERSION_T master


# Commands
RUN \
  apt-get update && \
  apt-get upgrade -y && \
  apt-get install -y vim git wget xvfb libxrender-dev libasound2 libdbus-glib-1-2 libgtk2.0-0 bzip2


RUN \
  mkdir -p /srv/var && \
  wget -O /tmp/slimerjs-$SLIMERJS_VERSION_F-linux-x86_64.tar.bz2 http://download.slimerjs.org/releases/$SLIMERJS_VERSION_F/slimerjs-$SLIMERJS_VERSION_F-linux-x86_64.tar.bz2 && \
  tar -xjf /tmp/slimerjs-$SLIMERJS_VERSION_F-linux-x86_64.tar.bz2 -C /tmp && \
  rm -f /tmp/slimerjs-$SLIMERJS_VERSION_F-linux-x86_64.tar.bz2 && \
  mv /tmp/slimerjs-$SLIMERJS_VERSION_F/ /srv/var/slimerjs && \
  echo '#!/bin/bash\nxvfb-run /srv/var/slimerjs/slimerjs $*' > /srv/var/slimerjs/slimerjs.sh && \
  chmod 755 /srv/var/slimerjs/slimerjs.sh && \
  ln -s /srv/var/slimerjs/slimerjs.sh /usr/bin/slimerjs


RUN \
  git clone https://github.com/n1k0/casperjs.git /srv/var/casperjs && \
  cd /srv/var/casperjs && \
  git checkout $CASPERJS_VERSION_T && \
  echo '#!/bin/bash\n/srv/var/casperjs/bin/casperjs --engine=slimerjs $*' >> /srv/var/casperjs/casperjs.sh && \
  chmod 755 /srv/var/casperjs/casperjs.sh && \
  ln -s /srv/var/casperjs/casperjs.sh /usr/bin/casperjs


RUN \
  apt-get install -y nodejs npm


RUN \
  apt-get autoremove -y && \
  apt-get clean all


# Default command
CMD [""/usr/bin/slimerjs""]
","TeX
92.0%





JavaScript
4.4%





Lua
2.8%





Shell
0.3%





Matlab
0.2%





HTML
0.2%





Other
0.1%",2013-09-16 21:19:10,2017-10-20 14:47:06,https://github.com/kanaka/raft.js
16,kanaka/raft.js,,"FROM ubuntu:14.04
MAINTAINER Joel Martin <github@martintribe.org>


RUN apt-get -y update


RUN apt-get -y install texlive-latex-base
RUN apt-get -y install texlive-bibtex-extra biber
#RUN apt-get -y install texlive-fonts-recommended texlive-latex-extra texlive-science
RUN apt-get -y install texlive-fonts-recommended
RUN apt-get -y install pgf
RUN apt-get -y install texlive-science
RUN apt-get -y install texlive-latex-extra


RUN apt-get -y install make
","TeX
92.0%





JavaScript
4.4%





Lua
2.8%





Shell
0.3%





Matlab
0.2%





HTML
0.2%





Other
0.1%",2013-09-16 21:19:10,2017-10-20 14:47:06,https://github.com/kanaka/raft.js
17,zbal/maestro_test,,"FROM docker.wcl.local/devops/base
MAINTAINER vincent vincent@example.com


RUN apt-get install -y python-software-properties python
RUN add-apt-repository ppa:chris-lea/node.js
RUN apt-get update
RUN apt-get install -y nodejs


CMD [ '/usr/sbin/sshd', '-D' ]
","Shell
100.0%",2013-09-27 03:13:01,2013-10-03 16:00:25,https://github.com/zbal/maestro_test
18,zbal/maestro_test,,"FROM docker.wcl.local/devops/base
MAINTAINER vincent vincent@example.com


RUN apt-get install -y htop


CMD [ '/usr/sbin/sshd', '-D' ]
","Shell
100.0%",2013-09-27 03:13:01,2013-10-03 16:00:25,https://github.com/zbal/maestro_test
19,islaio/docker-haproxy,"Organization(name=None, id=5636843)","# DOCKER-VERSION 0.3.4
# Inspired in http://efemoral.lovius.net/building-haproxy-from-git-on-ubuntu-12-04/
FROM isla/ubuntu-build-tools:python
MAINTAINER Alfonso Fernandez ""alfonso@isla.io""
RUN mkdir ~/haproxy_src; cd ~/haproxy_src; wget http://haproxy.1wt.eu/download/1.5/src/devel/haproxy-1.5-dev19.tar.gz; tar zxvf haproxy-1.5-dev19.tar.gz; cd haproxy-1.5-dev19; make TARGET=linux2628 CPU=native USE_PCRE=1 USE_OPENSSL=1 USE_ZLIB=1; make install
RUN ln -s /usr/local/sbin/haproxy /usr/sbin/haproxy
RUN mkdir /usr/share/haproxy
# RUN wget http://efemoral.lovius.net/wp-content/uploads/2013/02/init.d.haproxy.txt
# RUN mv init.d.haproxy.txt /etc/init.d/haproxy
# RUN chmod +x /etc/init.d/haproxy
# RUN update-rc.d haproxy defaults
RUN echo 'ENABLED=1' >> /etc/default/haproxy
RUN adduser --system --group haproxy
RUN mkdir /etc/haproxy
RUN mkdir /etc/haproxy/errors
RUN cd /etc/haproxy; wget https://raw.github.com/alfonsodev/docker-haproxy/master/haproxy.cfg
# RUN service haproxy start
EXPOSE 80
EXPOSE 443
CMD haproxy -db -f /etc/haproxy/haproxy.cfg
","Shell
100.0%",2013-10-07 19:49:10,2013-10-11 08:58:47,https://github.com/islaio/docker-haproxy
20,jellybob/docker-mysql,,"FROM ubuntu
MAINTAINER Jon Wood <jon@ninjagiraffes.co.uk>


RUN apt-get update
RUN apt-get install -y mysql-server
RUN /bin/rm -rf /var/lib/mysql/*


ADD initialize_and_start_mysql /usr/sbin/initialize_and_start_mysql
ADD listen_on_all_addresses.cnf /etc/mysql/conf.d/listen_on_all_addresses.cnf


EXPOSE 3306
CMD [ ""/usr/sbin/initialize_and_start_mysql"" ]
","Shell
100.0%",2013-11-28 19:29:48,2017-05-16 23:08:07,https://github.com/jellybob/docker-mysql
21,shipyard/docker-shipyard-router,"Organization(name=None, id=5009699)","from stackbrew/ubuntu:12.04
maintainer Shipyard Project ""http://shipyard-project.com""
run apt-get -qq update
run apt-get install -y g++ make python-dev python-setuptools libreadline-dev libncurses5-dev libpcre3-dev libssl-dev perl make wget git-core
run wget http://nodejs.org/dist/v0.8.26/node-v0.8.26.tar.gz -O /tmp/node.tar.gz
run (cd /tmp && tar zxf node.tar.gz)
run (cd /tmp/node-* && ./configure)
run (cd /tmp/node-* && make install)
run npm install -g hipache
add run.sh /usr/local/bin/run
volume /var/log/shipyard
expose 80
expose 443
cmd [""/bin/sh"", ""-e"", ""/usr/local/bin/run""]
","Shell
100.0%",2013-11-11 07:57:07,2016-09-19 06:06:30,https://github.com/shipyard/docker-shipyard-router
22,abevoelker/docker-postgres,,"FROM       phusion/baseimage:0.9.12
MAINTAINER Abe Voelker <abe@abevoelker.com>


ENV USERNAME postgres
ENV PASSWORD password
ENV VERSION  9.4


# Temporary hack around a Docker Hub `docker build` issue. See:
# https://github.com/docker/docker/issues/6345#issuecomment-49245365
RUN ln -s -f /bin/true /usr/bin/chfn


# Disable SSH and existing cron jobs
RUN rm -rf /etc/service/sshd \
  /etc/my_init.d/00_regen_ssh_host_keys.sh \
  /etc/cron.daily/dpkg \
  /etc/cron.daily/apt \
  /etc/cron.daily/passwd \
  /etc/cron.daily/logrotate \
  /etc/cron.daily/upstart \
  /etc/cron.weekly/fstrim


# Ensure UTF-8 locale
COPY locale /etc/default/locale
RUN locale-gen en_US.UTF-8 &&\
  dpkg-reconfigure locales


# Update APT
RUN DEBIAN_FRONTEND=noninteractive apt-get update


# Install build dependencies
RUN DEBIAN_FRONTEND=noninteractive apt-get install -y wget


# Add PostgreSQL Global Development Group apt source
RUN echo ""deb http://apt.postgresql.org/pub/repos/apt/ trusty-pgdg main"" > /etc/apt/sources.list.d/pgdg.list


# Add PGDG repository key
RUN wget -qO - http://apt.postgresql.org/pub/repos/apt/ACCC4CF8.asc | apt-key add -


RUN DEBIAN_FRONTEND=noninteractive apt-get update


# Install Postgres, PL/Python, PL/V8
RUN DEBIAN_FRONTEND=noninteractive apt-get install -y \
  postgresql-$VERSION \
  postgresql-contrib-$VERSION \
  postgresql-server-dev-$VERSION \
  postgresql-plpython-$VERSION \
  postgresql-$VERSION-plv8 \
# Install WAL-E dependencies
  libxml2-dev \
  libxslt1-dev \
  python-dev \
  python-pip \
  daemontools \
  libevent-dev \
  lzop \
  pv \
  libffi-dev \
  libssl-dev &&\
  pip install virtualenv


# Install WAL-E into a virtualenv
RUN virtualenv /var/lib/postgresql/wal-e &&\
  . /var/lib/postgresql/wal-e/bin/activate &&\
  pip install wal-e &&\
  ln -s /var/lib/postgresql/wal-e/bin/wal-e /usr/local/bin/wal-e


# Create directory for storing secret WAL-E environment variables
RUN umask u=rwx,g=rx,o= &&\
  mkdir -p /etc/wal-e.d/env &&\
  chown -R root:postgres /etc/wal-e.d


# Remove build dependencies and clean up APT and temporary files
RUN DEBIAN_FRONTEND=noninteractive apt-get remove --purge -y wget &&\
  apt-get clean &&\
  rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*


# Copy basic Postgres configs with values suitable for development
# (note: these should be overridden in production!)
COPY ./pg_hba.conf     /etc/postgresql/$VERSION/main/
COPY ./postgresql.conf /etc/postgresql/$VERSION/main/


# COPY sets ownership on this directory to root
RUN chown -R postgres:postgres /etc/postgresql/$VERSION/main


# Use wrapper scripts to start cron and Postgres
COPY scripts /data/scripts
RUN chmod -R 755 /data/scripts


# Copy runit configs
RUN mkdir -m 755 -p /etc/service/postgres
COPY runit/cron     /etc/service/cron/run
COPY runit/postgres /etc/service/postgres/run
RUN chmod 755 /etc/service/cron/run /etc/service/postgres/run


USER postgres


RUN /etc/init.d/postgresql start &&\
  psql --command ""ALTER USER postgres WITH PASSWORD '$PASSWORD';"" &&\
  /etc/init.d/postgresql stop


USER root


# The image only runs Postgres by default. If you want to run periodic full
# backups with cron + WAL-E you should start supervisord instead (see README)
CMD [""/data/scripts/start_postgres.sh""]


# Keep Postgres log, config and storage outside of union filesystem
VOLUME [""/var/log/postgresql"", \
 ""/var/log/supervisor"", \
 ""/etc/postgresql/9.4/main"", \
 ""/var/lib/postgresql/9.4/main""]


EXPOSE 5432
","Shell
100.0%",2013-11-14 03:23:24,2017-06-30 09:02:22,https://github.com/abevoelker/docker-postgres
23,colmsjo/myblog.old2,,"# MySQL Server with Apache and phpmyadmin
#
# VERSION               0.0.1


FROM     base
MAINTAINER Jonas Colmsjö ""jonas@gizur.com""




RUN apt-get update
RUN apt-get install -y curl git


# Install NodeJS


RUN curl https://raw.github.com/creationix/nvm/master/install.sh | sh
RUN echo ""[ -s $HOME/.nvm/nvm.sh ] && . $HOME/.nvm/nvm.sh"" > /.profile
RUN /bin/bash -c ""source /.profile && nvm install v0.10.24""




# Bundle app source
ADD . /src


# Install app dependencies
RUN /bin/bash -c ""source /.profile && cd /src && nvm use v0.10.24 && npm install""


EXPOSE  9778
CMD [""/src/run.sh"",""""]
","Perl
58.9%





Shell
34.2%





CoffeeScript
6.9%",2013-12-24 10:51:28,2014-09-09 14:50:58,https://github.com/colmsjo/myblog.old2
24,apeyroux/dockerfiles,,"from         j4pe/saucy
maintainer   j4pe


RUN dpkg-divert --local --rename --add /sbin/initctl
RUN ln -s /bin/true /sbin/initctl


RUN echo ""deb http://archive.ubuntu.com/ubuntu saucy main universe"" > /etc/apt/sources.list
RUN apt-get update
RUN apt-get upgrade -y 
RUN apt-get install software-properties-common python-software-properties -y 
RUN add-apt-repository ppa:tuxpoldo/btsync -y
RUN apt-get update
RUN export DEBIAN_FRONTEND=noninteractive; apt-get install btsync -y  --force-yes
RUN rm -f /etc/btsync/debconf-default.conf
RUN mkdir -p /data/btsync
RUN mkdir -p /data/.btsync
ADD btsync.conf /etc/btsync/btsync.conf
RUN restart btsync


EXPOSE 3369/udp
EXPOSE 8888


CMD [""/usr/lib/btsync/btsync-daemon"", ""--nodaemon"", ""--config"", ""/etc/btsync/btsync.conf""]
","Ruby
77.6%





Shell
22.4%",2013-11-05 22:06:27,2014-11-04 11:32:39,https://github.com/apeyroux/dockerfiles
25,apeyroux/dockerfiles,,"from         j4pe/saucy
maintainer   j4pe


RUN dpkg-divert --local --rename --add /sbin/initctl
RUN ln -s /bin/true /sbin/initctl


RUN echo ""deb http://archive.ubuntu.com/ubuntu saucy main universe"" > /etc/apt/sources.list


RUN apt-get update
RUN apt-get upgrade -y 
RUN export DEBIAN_FRONTEND=noninteractive; apt-get install haskell-platform vim -y
RUN useradd ja -d /home/ja -s /bin/bash
","Ruby
77.6%





Shell
22.4%",2013-11-05 22:06:27,2014-11-04 11:32:39,https://github.com/apeyroux/dockerfiles
26,apeyroux/dockerfiles,,"from j4pe/saucy
maintainer j4pe




RUN echo ""deb http://archive.ubuntu.com/ubuntu saucy main universe"" > /etc/apt/sources.list


run apt-get update
run apt-get install -y -q nginx
run rm /etc/nginx/sites-enabled/default
run echo ""daemon off;"" >> /etc/nginx/nginx.conf
add j4.pe /etc/nginx/sites-enabled/j4.pe
expose 80
cmd [""nginx""]
","Ruby
77.6%





Shell
22.4%",2013-11-05 22:06:27,2014-11-04 11:32:39,https://github.com/apeyroux/dockerfiles
27,judy/dockerfiles,,"# Minecraft server for 1.7.2
# Originally forked from crosbymichael at https://github.com/crosbymichael/Dockerfiles


MAINTAINER Clinton Judy, clinton@j-udy.com
FROM ubuntu


# Update and grab dependencies
RUN echo ""deb http://archive.ubuntu.com/ubuntu precise main universe"" > /etc/apt/sources.list
RUN apt-get update
RUN apt-get upgrade -y
RUN apt-get install -y openjdk-7-jre-headless openjdk-7-jre-lib wget git curl wget


# Install minecraft.jar to /minecraft
RUN mkdir /minecraft
RUN wget -O /minecraft/minecraft.jar https://s3.amazonaws.com/Minecraft.Download/versions/1.7.2/minecraft_server.1.7.2.jar
RUN chmod +x /minecraft/minecraft.jar


# Use default port of 25565, and require it externally.
EXPOSE 25565:25565


# Default command runs minecraft with recommended memory settings.
WORKDIR /minecraft
ENTRYPOINT [""/usr/bin/java"", ""-Xmx1024M"", ""-Xms1024M"", ""-jar"", ""/minecraft/minecraft.jar"", ""nogui""]
","Shell
100.0%",2013-11-03 05:57:48,2013-11-03 05:58:30,https://github.com/judy/dockerfiles
28,CoderDojoTC/python-minecraft,"Organization(name=None, id=3444699)","# Builds a Docker image that is suitable for compiling Canary. This is
# helpful when/if we need to make a local build of Canary.


FROM ubuntu:14.04
MAINTAINER Mike McCallister <mike@mccllstr.com>


# Pull in the components we need from Ubuntu. This is done here
# instead of in the server setup script because it lets Docker take
# advantage of its cache, which greatly speeds up subsequent builds.


RUN apt-get update \
    && apt-get install -y \
	git-core \
	maven \
	openjdk-7-jdk \
    && apt-get clean


# This is intended to be an interactive environment in which you can
# build Canary.
CMD [""bash"", ""-l""]
","Jupyter Notebook
74.2%





Python
21.9%





Shell
3.3%





Ruby
0.6%",2013-11-09 21:10:26,2017-11-19 13:40:31,https://github.com/CoderDojoTC/python-minecraft
29,CoderDojoTC/python-minecraft,"Organization(name=None, id=3444699)","# Builds the python-minecraft-student Docker image. Each student will
# get their own container built from this image.


FROM phusion/baseimage:0.9.16
MAINTAINER Mike McCallister <mike@mccllstr.com>


# ----------------------------------------------------------------------------
# Pull in the components we need from Ubuntu. This is done here
# instead of in the server setup script because it lets Docker take
# advantage of its cache, which greatly speeds up subsequent builds.


RUN apt-get update \
    && apt-get install --no-install-recommends --no-install-suggests -y \
        apg \
        curl \
        git-core \
        haveged \
        ipython-notebook \
        openjdk-7-jre-headless \
        openssl \
        psmisc \
        python-imaging \
        python-pip \
        python-pygame \
        supervisor \
        tmux \
        unison \
        unzip \
        zip \
    && apt-get clean \
    && rm -rf /var/lib/apt/lists/* /tmp/* /var/tmp/*


# Upgrade IPython to get improved usability of the Notebook server
RUN pip install --upgrade jsonschema==2.4.0 tornado==4.0.0 ipython==3.1.0




# ----------------------------------------------------------------------------
# Minor configurations


# Set up Supervisor to run the pieces of the student's environment
COPY minecraft-lab.conf /etc/supervisor/conf.d/minecraft-lab.conf


# Copy our convenience commands into the image
COPY commands/ /usr/local/bin


# Expose the ports for the IPython notebook server and Minecraft
EXPOSE 8888
EXPOSE 25565


# Set the default command when a container is run
CMD [""/usr/bin/supervisord"", ""-c"", ""/etc/supervisor/supervisord.conf""]


# Set up the student user
RUN [""adduser"", ""student"", ""--disabled-password"", ""--disabled-login"", ""--gecos"", """"]




# ----------------------------------------------------------------------------
# Prepare the image to run the Canary (Minecraft) Server


# Copy the default Canary configuration/files/world into the image


# NOTE: the contents of the following directory can be recreated with
# the following commands:
#
#     rm -rf server-files/*
#     cd server-files
#     java -jar CANARY_JAR_FILE nogui
#
# Then, make the necessary edits by hand. Do this if the Canary
# version moves ahead far enough that we need to create new default
# configuration files.


COPY default-canary-files/ /usr/local/share/default-canary-files/


# Get a copy of the RaspberryJuice plugin from GitHub


ADD https://github.com/martinohanlon/CanaryRaspberryJuice/blob/master/jars/canaryraspberryjuice-1.3.jar?raw=true /usr/local/share/default-canary-files/plugins/


# Download the Canary jar file


#ADD https://ci.visualillusionsent.net/job/CanaryMod/805/artifact/target/CanaryMod-1.8.0-1.2.1-SNAPSHOT-shaded.jar /usr/local/bin/
ADD http://canarymod.net/releases/CanaryMod-1.2.0.jar /usr/local/bin/CanaryMod-1.8.0-1.2.0-shaded.jar
","Jupyter Notebook
74.2%





Python
21.9%





Shell
3.3%





Ruby
0.6%",2013-11-09 21:10:26,2017-11-19 13:40:31,https://github.com/CoderDojoTC/python-minecraft
0,inetsys/docker-ubuntu,"Organization(name=None, id=4223050)","FROM ubuntu:12.04
MAINTAINER Pablo Banderas <pablo.banderas@inetsys.es>


# Run upgrades
RUN echo deb http://us.archive.ubuntu.com/ubuntu/ precise universe multiverse >> /etc/apt/sources.list;\
  echo deb http://us.archive.ubuntu.com/ubuntu/ precise-updates main restricted universe >> /etc/apt/sources.list;\
  echo deb http://security.ubuntu.com/ubuntu precise-security main restricted universe >> /etc/apt/sources.list;\
  echo udev hold | dpkg --set-selections;\
  echo initscripts hold | dpkg --set-selections;\
  echo upstart hold | dpkg --set-selections;\
  apt-get update;\
  apt-get -y upgrade;\
  apt-get -y install wget curl vim python-setuptools man;


# Supervisor Installation
RUN /usr/bin/easy_install supervisor
","Shell
100.0%",2013-11-19 08:04:26,2014-04-01 06:36:30,https://github.com/inetsys/docker-ubuntu
1,cglewis/wharf-services-example,,"FROM ubuntu
MAINTAINER Charlie Lewis <charlie.lewis42@gmail.com> 


ENV REFRESHED_AT 2013-10-25
RUN sed 's/main$/main universe/' -i /etc/apt/sources.list
RUN apt-get update
RUN apt-get upgrade -y


# Keep upstart from complaining
RUN dpkg-divert --local --rename --add /sbin/initctl
RUN ln -s /bin/true /sbin/initctl


RUN apt-get install -y openjdk-6-jdk
RUN apt-get install -y wget
RUN apt-get install -y dpkg
RUN wget --no-check-certificate https://download.elasticsearch.org/elasticsearch/elasticsearch/elasticsearch-0.90.2.deb
RUN dpkg -i elasticsearch-0.90.2.deb
RUN /usr/share/elasticsearch/bin/plugin -install mobz/elasticsearch-head
RUN service elasticsearch stop


EXPOSE 9200


ENTRYPOINT [""/usr/share/elasticsearch/bin/elasticsearch"", ""-f""]
","Shell
60.5%





JavaScript
33.2%





Python
6.3%",2013-11-24 23:05:25,2016-08-01 22:51:46,https://github.com/cglewis/wharf-services-example
2,cglewis/wharf-services-example,,"FROM ubuntu
MAINTAINER Charlie Lewis <charlie.lewis42@gmail.com> 


ENV REFRESHED_AT 2013-10-25
RUN sed 's/main$/main universe/' -i /etc/apt/sources.list
RUN apt-get update
RUN apt-get upgrade -y


# Keep upstart from complaining
RUN dpkg-divert --local --rename --add /sbin/initctl
RUN ln -s /bin/true /sbin/initctl


# python
RUN apt-get install -y python-software-properties
RUN apt-get install -y software-properties-common
RUN add-apt-repository ppa:fkrull/deadsnakes
RUN apt-get update
RUN apt-get install -y python2.7


# kibana
RUN apt-get install -y wget
RUN apt-get install -y zip 
RUN wget http://download.elasticsearch.org/kibana/kibana/kibana-latest.zip  
RUN unzip kibana-latest.zip
ADD config.js /kibana-latest/


EXPOSE 8000


ENTRYPOINT cd /kibana-latest; python -m SimpleHTTPServer
","Shell
60.5%





JavaScript
33.2%





Python
6.3%",2013-11-24 23:05:25,2016-08-01 22:51:46,https://github.com/cglewis/wharf-services-example
